# Constructed from biom file
#OTU ID	KO6	WT8	KO2	KO5	OE2	WT1	WT2	WT4	KO7	KO3	WT6	KO9	WT3	KO1	KO4	WT5	KO8	OE6	OE5	WT7	OE7	WT9	OE1	OE8	OE9	taxonomy
OTU_302	3.0	1.0	3.0	5.0	0.0	0.0	5.0	11.0	5.0	4.0	1.0	5.0	2.0	4.0	7.0	1.0	4.0	0.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__; s__
OTU_253	2.0	0.0	4.0	6.0	1.0	1.0	2.0	1.0	2.0	3.0	0.0	2.0	2.0	4.0	7.0	2.0	6.0	1.0	0.0	2.0	2.0	2.0	0.0	1.0	1.0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__
OTU_133	1.0	4.0	8.0	14.0	0.0	4.0	1.0	5.0	8.0	32.0	2.0	13.0	3.0	1.0	15.0	6.0	4.0	0.0	0.0	4.0	0.0	2.0	1.0	1.0	0.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU_295	5.0	0.0	3.0	2.0	0.0	1.0	1.0	2.0	3.0	20.0	0.0	2.0	0.0	5.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Paenisporosarcina; s__
OTU_212	7.0	0.0	1.0	11.0	0.0	3.0	2.0	8.0	2.0	9.0	0.0	8.0	3.0	2.0	2.0	1.0	4.0	1.0	0.0	3.0	1.0	1.0	0.0	0.0	2.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__
OTU_204	3.0	1.0	3.0	0.0	0.0	2.0	2.0	2.0	7.0	0.0	9.0	5.0	3.0	0.0	3.0	0.0	2.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__01D2Z36; g__; s__
OTU_237	9.0	0.0	3.0	9.0	1.0	3.0	4.0	7.0	9.0	12.0	8.0	8.0	1.0	6.0	9.0	3.0	6.0	1.0	0.0	3.0	1.0	3.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
OTU_443	0.0	0.0	2.0	6.0	0.0	1.0	2.0	3.0	5.0	2.0	3.0	4.0	1.0	1.0	2.0	5.0	3.0	0.0	0.0	4.0	0.0	3.0	0.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella; s__
OTU_258	4.0	1.0	1.0	3.0	0.0	3.0	3.0	2.0	0.0	5.0	0.0	6.0	2.0	1.0	8.0	1.0	1.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
OTU_162	10.0	0.0	3.0	5.0	0.0	5.0	1.0	4.0	9.0	5.0	5.0	8.0	1.0	4.0	4.0	3.0	9.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__
OTU_211	9.0	1.0	6.0	3.0	0.0	2.0	4.0	3.0	4.0	4.0	2.0	8.0	0.0	1.0	5.0	2.0	6.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU_244	4.0	1.0	3.0	5.0	0.0	1.0	13.0	6.0	7.0	11.0	0.0	4.0	2.0	2.0	4.0	1.0	2.0	0.0	1.0	4.0	0.0	0.0	1.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__
OTU_359	9.0	0.0	1.0	1.0	0.0	1.0	3.0	4.0	2.0	11.0	0.0	3.0	2.0	0.0	2.0	1.0	1.0	0.0	0.0	2.0	3.0	3.0	0.0	0.0	2.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
OTU_164	3.0	2.0	6.0	2.0	1.0	1.0	4.0	4.0	1.0	1.0	2.0	6.0	11.0	9.0	6.0	3.0	2.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	2.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__
OTU_218	6.0	0.0	3.0	2.0	0.0	1.0	2.0	4.0	4.0	2.0	0.0	6.0	1.0	4.0	4.0	0.0	1.0	0.0	1.0	2.0	1.0	2.0	0.0	0.0	0.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__
OTU_155	6.0	3.0	2.0	5.0	0.0	2.0	5.0	2.0	3.0	37.0	1.0	11.0	1.0	3.0	4.0	0.0	0.0	0.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__MND4; g__; s__
OTU_124	9.0	2.0	5.0	10.0	2.0	6.0	20.0	3.0	17.0	1.0	2.0	10.0	3.0	2.0	10.0	3.0	11.0	0.0	3.0	2.0	2.0	6.0	2.0	1.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Inquilinus; s__limosus
OTU_224	11.0	3.0	5.0	7.0	0.0	8.0	7.0	7.0	10.0	9.0	8.0	15.0	4.0	3.0	13.0	6.0	3.0	0.0	1.0	3.0	1.0	7.0	1.0	2.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Nannocystaceae; g__Plesiocystis; s__
OTU_693	3.0	1.0	0.0	4.0	0.0	3.0	0.0	0.0	1.0	1.0	1.0	4.0	2.0	2.0	4.0	4.0	5.0	0.0	0.0	3.0	2.0	3.0	1.0	1.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU_228	2.0	2.0	1.0	6.0	0.0	4.0	2.0	3.0	8.0	0.0	2.0	14.0	2.0	1.0	2.0	3.0	4.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__bacteriovorus
OTU_193	3.0	1.0	2.0	0.0	3.0	5.0	3.0	2.0	4.0	2.0	1.0	12.0	5.0	0.0	5.0	7.0	4.0	0.0	0.0	3.0	0.0	1.0	1.0	1.0	2.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Candidatus Glomeribacter
OTU_192	6.0	0.0	0.0	7.0	0.0	3.0	0.0	5.0	6.0	2.0	0.0	3.0	1.0	3.0	4.0	1.0	4.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Ellin5301; g__; s__
OTU_345	2.0	0.0	2.0	3.0	1.0	1.0	4.0	3.0	1.0	2.0	2.0	4.0	1.0	3.0	3.0	0.0	5.0	0.0	1.0	2.0	0.0	4.0	0.0	0.0	0.0	k__Bacteria; p__Planctomycetes; c__Pla4; o__; f__; g__; s__
OTU_344	2.0	3.0	4.0	9.0	1.0	0.0	3.0	4.0	10.0	5.0	15.0	22.0	2.0	9.0	8.0	13.0	6.0	1.0	2.0	9.0	2.0	4.0	0.0	1.0	2.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Dokdonella; s__
OTU_187	4.0	0.0	5.0	1.0	1.0	1.0	0.0	3.0	5.0	3.0	3.0	7.0	2.0	3.0	3.0	6.0	1.0	2.0	1.0	5.0	2.0	0.0	0.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
OTU_178	0.0	0.0	0.0	14.0	0.0	1.0	0.0	11.0	2.0	1.0	10.0	15.0	1.0	2.0	7.0	1.0	1.0	2.0	1.0	6.0	1.0	6.0	0.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Cellvibrio; s__
OTU_225	2.0	2.0	0.0	1.0	2.0	0.0	1.0	2.0	2.0	5.0	1.0	5.0	3.0	3.0	3.0	2.0	1.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__
OTU_160	17.0	5.0	13.0	11.0	1.0	14.0	6.0	4.0	7.0	40.0	6.0	11.0	9.0	14.0	7.0	11.0	13.0	1.0	1.0	13.0	2.0	26.0	2.0	0.0	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Parasegitibacter; s__luojiensis
OTU_493	6.0	3.0	6.0	7.0	1.0	3.0	3.0	3.0	8.0	1.0	4.0	9.0	2.0	2.0	4.0	2.0	1.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Balneimonas; s__
OTU_166	10.0	6.0	6.0	5.0	0.0	4.0	2.0	3.0	3.0	2.0	1.0	5.0	4.0	2.0	7.0	3.0	4.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__TA18; o__CV90; f__; g__; s__
OTU_498	3.0	3.0	2.0	1.0	0.0	1.0	1.0	1.0	3.0	22.0	2.0	3.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Crocinitomix; s__
OTU_191	7.0	9.0	0.0	1.0	0.0	1.0	5.0	3.0	3.0	49.0	1.0	16.0	5.0	1.0	8.0	1.0	1.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
OTU_540	7.0	2.0	3.0	3.0	0.0	2.0	1.0	3.0	8.0	11.0	1.0	8.0	2.0	3.0	1.0	0.0	7.0	0.0	2.0	4.0	0.0	4.0	1.0	3.0	2.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Cohnella; s__
OTU_400	2.0	0.0	2.0	4.0	0.0	5.0	3.0	3.0	2.0	1.0	2.0	3.0	0.0	1.0	4.0	1.0	4.0	0.0	0.0	2.0	1.0	4.0	0.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__
OTU_259	4.0	2.0	9.0	6.0	1.0	3.0	3.0	2.0	23.0	1.0	5.0	29.0	1.0	5.0	4.0	2.0	5.0	1.0	0.0	3.0	1.0	5.0	0.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__211ds20; g__; s__
OTU_195	6.0	2.0	6.0	4.0	0.0	2.0	0.0	1.0	9.0	0.0	3.0	7.0	1.0	1.0	3.0	3.0	1.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__0319-6G20; g__; s__
OTU_352	7.0	1.0	3.0	4.0	0.0	1.0	2.0	3.0	8.0	7.0	1.0	7.0	1.0	1.0	8.0	3.0	3.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__
OTU_279	5.0	0.0	3.0	8.0	0.0	1.0	3.0	6.0	8.0	0.0	0.0	4.0	0.0	3.0	6.0	3.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__
OTU_645	5.0	0.0	2.0	1.0	0.0	2.0	2.0	6.0	5.0	2.0	5.0	2.0	1.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__
OTU_149	13.0	1.0	4.0	6.0	2.0	3.0	4.0	0.0	16.0	10.0	1.0	2.0	1.0	5.0	10.0	2.0	4.0	1.0	2.0	2.0	0.0	1.0	0.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__34P16; f__; g__; s__
OTU_322	9.0	1.0	4.0	2.0	0.0	3.0	5.0	2.0	6.0	1.0	0.0	6.0	2.0	7.0	4.0	0.0	3.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__
OTU_170	1.0	2.0	2.0	1.0	1.0	35.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	1.0	3.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU_245	2.0	1.0	4.0	4.0	1.0	1.0	6.0	3.0	4.0	4.0	3.0	9.0	1.0	5.0	2.0	1.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Nannocystaceae; g__Nannocystis; s__exedens
OTU_284	2.0	1.0	3.0	2.0	0.0	4.0	3.0	3.0	1.0	11.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU_276	1.0	3.0	7.0	2.0	0.0	0.0	0.0	0.0	3.0	17.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
OTU_165	13.0	2.0	2.0	9.0	0.0	1.0	3.0	4.0	5.0	2.0	5.0	10.0	6.0	3.0	4.0	2.0	5.0	0.0	1.0	4.0	0.0	2.0	0.0	1.0	0.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
OTU_151	4.0	3.0	11.0	13.0	1.0	2.0	5.0	7.0	8.0	6.0	2.0	5.0	3.0	0.0	12.0	2.0	7.0	0.0	2.0	0.0	2.0	5.0	0.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
OTU_222	2.0	0.0	1.0	5.0	0.0	2.0	7.0	4.0	13.0	0.0	0.0	3.0	2.0	1.0	14.0	8.0	5.0	1.0	0.0	6.0	0.0	3.0	1.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces; s__
OTU_167	2.0	0.0	3.0	3.0	1.0	5.0	8.0	0.0	6.0	11.0	1.0	6.0	2.0	3.0	4.0	3.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	k__Bacteria; p__OD1; c__Mb-NB09; o__; f__; g__; s__
OTU_264	2.0	0.0	0.0	2.0	0.0	8.0	1.0	2.0	2.0	2.0	0.0	17.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
OTU_914	3.0	0.0	2.0	6.0	1.0	2.0	0.0	8.0	0.0	10.0	0.0	1.0	2.0	0.0	2.0	2.0	4.0	0.0	1.0	5.0	0.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
OTU_299	2.0	0.0	3.0	6.0	0.0	0.0	6.0	1.0	2.0	0.0	6.0	6.0	0.0	1.0	2.0	1.0	1.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
OTU_250	0.0	3.0	2.0	5.0	0.0	2.0	1.0	4.0	3.0	5.0	3.0	8.0	1.0	4.0	9.0	4.0	8.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Nannocystaceae; g__Plesiocystis; s__
OTU_243	5.0	5.0	3.0	0.0	0.0	5.0	0.0	4.0	1.0	10.0	1.0	0.0	1.0	2.0	4.0	3.0	4.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	2.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
OTU_394	2.0	0.0	5.0	2.0	0.0	0.0	1.0	6.0	5.0	1.0	2.0	4.0	3.0	1.0	5.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__
