#OTU ID	KO4	KO6	KO5	KO3	WT8	KO9	WT9	KO1	WT6	KO2	WT2	KO7	WT7	OE5	OE2	WT3	WT1	OE1	WT4	OE4	KO8	WT5	OE7	OE6	OE8	OE9	OE3
4393921	5	1	2	5	0	1	0	0	1	1	4	5	3	0	0	2	2	1	3	0	0	1	0	1	0	0	0
566810	0	0	1	4	0	1	1	1	0	0	0	4	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
571867	17	20	13	8	1	12	5	4	3	6	4	15	11	2	0	3	8	0	3	0	11	3	5	0	3	4	0
816438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1657331	1	1	2	3	0	0	1	0	1	2	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
86545	2	0	3	1	0	1	0	0	0	4	0	0	2	0	0	0	1	0	2	0	0	0	1	0	0	1	0
818887	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1108886	2	0	4	1	0	0	0	0	6	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
837424	0	2	4	3	1	5	2	0	1	2	0	0	2	0	2	0	0	0	2	0	0	3	0	0	0	0	0
360692	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
4424553	17	11	5	3	1	14	5	4	3	8	1	15	6	0	3	6	1	1	5	0	8	6	0	0	2	3	1
4343167	1	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4371434	4	3	5	2	2	6	2	2	1	4	3	1	0	0	1	2	3	0	1	0	5	1	1	0	1	0	1
526204	4	3	1	3	1	2	1	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
510316	0	4	3	3	1	2	1	0	1	4	0	4	1	0	0	1	1	0	3	0	4	2	1	1	1	1	0
4316015	0	0	2	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
978113	0	1	0	2	1	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
2440554	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1118855	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1921813	1	1	2	0	2	1	0	0	2	0	1	4	0	1	1	0	1	1	2	0	1	1	0	0	1	1	0
686752	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524203	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
691190	4	4	4	4	0	3	0	3	2	2	3	2	2	0	1	0	0	2	1	0	3	3	0	0	0	0	0
4370483	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
674370	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	4	0	1	0	0	0
4315090	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4442627	1	0	0	1	1	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
1126147	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0
1126235	5	4	3	1	0	4	1	4	1	0	2	4	1	0	0	1	1	0	0	1	2	1	0	0	0	0	0
758877	3	2	3	1	0	0	0	0	0	1	1	0	1	0	2	0	1	0	0	0	2	1	0	0	0	1	0
212501	1	0	4	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0
208645	5	0	1	1	0	1	0	0	0	2	0	1	0	1	0	0	1	1	3	0	1	1	0	0	0	0	0
249430	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
226277	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
591747	5	4	2	4	0	4	2	4	3	0	4	5	0	2	1	2	0	0	2	1	5	2	1	0	1	0	1
4291969	1	3	3	3	0	2	0	1	1	0	2	3	1	0	0	0	0	1	2	0	0	3	0	0	0	0	0
158208	3	5	3	2	3	2	0	4	0	2	3	6	2	0	0	5	1	0	3	2	2	1	2	2	1	1	1
1138216	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
553208	14	4	26	3	1	12	8	4	14	4	1	2	6	2	0	7	4	1	7	1	1	5	0	0	0	0	1
586955	7	2	0	0	1	3	1	1	0	0	1	4	1	1	1	0	0	1	0	0	1	0	1	0	0	0	1
2300392	2	2	2	2	2	7	5	1	3	2	1	3	0	2	1	2	0	0	1	0	0	2	1	1	0	0	0
225970	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0
244149	4	0	0	0	0	2	0	1	1	4	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
1108099	0	0	4	9	6	1	7	0	8	0	0	5	2	0	0	0	2	0	2	1	3	2	0	0	0	1	0
4418595	2	7	2	4	0	3	0	1	1	3	2	6	0	0	0	2	0	0	3	0	3	3	0	1	0	0	0
4345361	0	1	1	0	2	1	2	2	0	0	2	0	1	0	0	1	0	0	1	0	1	6	0	0	0	0	0
575885	0	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2199910	1	2	2	1	0	2	2	3	0	3	3	4	2	1	0	2	1	0	4	1	3	2	0	0	0	0	1
1107468	1	1	5	1	0	0	1	0	0	3	0	2	1	0	1	1	2	0	1	0	0	0	0	0	0	1	0
709693	1	1	2	0	1	4	0	4	0	1	1	3	4	0	0	0	0	0	3	0	2	1	1	2	1	2	0
1124218	0	0	1	5	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
1540590	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
715993	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
772062	2	4	1	1	0	0	2	0	2	2	4	9	4	2	1	2	0	0	2	0	7	5	0	0	0	0	0
638186	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134257	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0
810076	0	0	0	1	1	1	0	2	0	1	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0
106562	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4438284	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
4337631	9	5	10	2	4	8	3	5	1	5	1	6	7	0	1	5	4	1	3	1	14	3	1	2	2	0	0
857992	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
217482	2	2	4	1	1	1	0	0	0	2	1	2	0	1	0	1	2	1	0	0	0	0	0	1	0	0	1
810450	2	1	0	1	1	0	1	1	1	1	3	3	1	0	0	1	1	0	2	0	2	0	0	0	0	1	0
864483	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
30701	2	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
2595164	3	4	5	2	1	3	2	1	0	3	3	4	2	0	0	1	2	0	1	0	7	6	3	1	5	2	0
527532	3	1	2	0	0	4	1	0	0	1	1	1	0	0	0	3	3	0	5	0	1	0	0	0	0	0	0
851567	1	1	3	2	0	0	1	3	1	2	3	6	2	1	1	0	1	2	1	0	7	0	0	0	1	0	0
1077505	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
258212	1	0	2	1	0	0	0	2	0	1	3	1	0	0	0	2	2	0	1	0	1	0	0	0	0	0	0
1080447	2	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0
1638797	4	3	4	2	1	2	2	1	3	3	3	2	2	0	1	3	3	1	0	0	6	2	0	1	0	0	0
824080	0	3	1	2	0	1	0	1	0	1	0	3	0	0	0	0	1	2	1	0	1	1	0	0	0	0	0
840275	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
108328	2	2	2	0	1	0	3	1	0	0	0	0	0	0	1	0	2	0	2	0	0	1	0	0	0	0	0
835194	1	5	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3926109	1	1	6	0	1	4	1	0	0	0	7	11	2	2	2	2	1	1	1	0	2	0	1	0	1	2	0
1138397	9	5	4	7	3	9	2	5	1	13	3	8	4	1	2	2	4	1	4	2	8	6	2	0	1	3	0
964801	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
103580	1	5	3	0	1	6	1	0	2	1	0	1	3	0	1	0	0	1	0	0	1	0	2	0	0	0	0
539423	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
579843	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172332	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	3	0
831419	0	1	2	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0
592849	0	0	1	1	0	2	1	2	1	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
591337	0	0	0	2	5	4	0	0	1	1	1	1	1	0	0	1	2	0	1	0	2	0	2	1	0	1	0
711809	7	4	6	5	2	10	1	4	9	8	3	9	3	1	0	0	5	1	6	2	7	4	2	0	1	0	2
806201	1	2	0	3	1	7	2	1	1	2	1	3	1	1	0	3	1	0	3	0	3	0	1	0	0	0	0
2259380	3	5	2	0	1	3	1	3	2	4	0	2	1	1	0	0	2	0	0	0	2	1	0	0	0	0	0
783604	1	1	2	1	1	1	0	0	1	4	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0
31253	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4453684	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1760354	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1028956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
150180	4	2	1	0	0	3	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
272839	1	0	1	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0
281015	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0
236325	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
698517	6	9	5	7	0	3	1	2	1	1	5	5	3	0	0	1	0	1	3	0	3	1	1	1	0	1	1
2606068	1	1	0	0	0	2	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0
3043332	3	0	2	0	0	2	1	0	1	0	0	3	2	0	0	0	0	0	1	0	1	2	2	1	1	1	0
1089838	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168726	2	4	0	0	0	3	3	0	0	1	2	6	2	0	1	2	2	0	1	1	5	1	1	0	0	0	0
1089898	3	3	4	0	0	1	2	1	0	5	3	2	2	0	0	2	3	0	2	0	4	1	1	0	0	0	0
246952	2	4	1	9	3	4	3	3	2	4	3	3	2	0	0	2	2	1	0	1	6	1	0	1	0	1	0
263193	5	3	3	3	0	8	2	1	2	3	5	4	2	0	0	2	5	2	1	0	2	1	1	0	0	1	0
883057	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4349101	9	7	4	5	0	3	1	1	2	1	2	2	2	1	0	0	1	1	1	0	1	1	0	0	0	0	0
221568	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
817221	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12836	12	10	16	4	0	25	2	5	7	8	4	4	3	1	1	2	4	1	3	1	9	14	2	3	3	2	0
113004	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4335725	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
540472	5	5	3	11	2	4	7	4	0	4	1	1	4	1	0	1	5	0	2	1	10	1	3	0	0	0	0
82193	0	0	0	1	2	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0
317424	3	0	0	2	2	1	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
848811	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4471279	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
241220	1	4	1	3	0	4	0	0	1	0	2	1	1	0	1	1	2	1	3	0	1	1	0	0	0	0	0
1126654	2	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4383104	3	1	0	1	2	6	1	0	1	0	0	0	0	0	0	1	1	0	2	0	2	1	0	0	0	0	0
584331	31	25	21	41	7	28	8	26	9	21	3	35	16	2	6	9	15	2	19	3	49	9	4	4	1	9	3
370343	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0
4156020	0	3	0	9	2	3	2	3	1	2	1	3	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0
11449	1	1	0	3	0	0	0	0	1	0	0	2	1	0	0	0	1	0	1	0	2	2	0	0	0	0	0
784861	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
161154	29	7	8	5	1	16	1	9	2	10	9	11	14	0	3	0	18	1	9	0	30	16	3	2	2	1	0
141447	0	0	0	1	0	1	1	0	2	1	3	2	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0
237284	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4386058	1	1	2	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	3	3	0	0	0	0	0
592542	7	7	1	49	9	16	0	1	1	0	5	2	2	0	0	5	1	1	3	0	1	1	0	1	0	0	0
592129	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
838141	1	0	2	0	0	3	0	0	0	1	0	2	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0
876519	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
938901	7	5	7	6	0	9	3	3	2	9	6	11	4	1	0	1	1	1	4	1	6	2	0	0	1	0	1
536962	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328765	5	4	1	2	0	8	0	3	1	3	0	3	2	0	1	0	2	1	0	2	3	1	2	2	1	0	0
3863098	2	0	1	2	1	0	1	0	1	1	0	2	0	0	0	1	0	2	0	0	0	2	2	0	0	0	0
559731	3	3	5	0	2	1	1	5	0	1	1	2	1	1	0	2	3	0	2	0	0	3	0	0	0	1	0
572351	1	68	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
409932	11	6	8	2	0	11	2	3	8	5	0	8	26	1	1	3	3	1	6	3	5	9	0	0	3	2	0
130710	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0
242929	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
410072	0	2	2	1	0	3	1	2	1	3	1	3	1	0	0	3	2	0	0	1	1	2	1	0	0	2	0
114410	2	1	2	0	1	2	0	1	1	1	4	1	0	0	0	1	3	0	2	0	4	1	3	1	1	1	0
5547	0	1	2	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
635323	11	5	1	0	1	2	0	1	1	0	0	5	1	1	0	0	1	0	3	1	0	1	0	0	0	0	0
346925	2	2	1	0	0	1	0	2	1	5	2	5	0	1	0	2	0	0	1	0	2	1	0	0	0	0	0
537674	2	1	3	0	0	2	0	0	1	0	0	1	1	0	0	0	1	1	2	0	3	3	0	0	0	0	0
408093	3	2	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
511953	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1123054	2	1	0	0	0	2	0	0	0	0	0	3	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0
814909	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
961783	1	0	0	0	0	0	0	0	1	5	1	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0
550937	2	3	1	5	1	2	1	2	2	3	2	3	1	0	0	3	1	1	1	0	2	1	0	0	0	1	0
714278	5	2	3	3	0	4	3	1	3	0	0	1	0	0	1	1	1	0	2	0	4	0	0	1	0	0	0
535402	2	0	3	1	1	0	0	1	0	1	0	1	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0
40820	0	3	0	0	0	2	3	1	0	0	0	4	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0
521164	1	0	0	0	0	0	0	0	0	3	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
912149	0	2	2	1	0	0	3	1	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0
585463	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
221609	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
4409939	7	11	7	3	1	6	3	4	0	6	3	5	5	0	0	5	3	0	3	0	4	2	0	0	0	2	0
546081	1	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4403266	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37092	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1042519	0	3	1	3	0	3	2	0	0	4	1	1	5	0	0	2	3	2	1	1	1	2	0	1	0	0	0
575472	4	3	2	1	1	1	0	0	1	1	2	1	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0
957362	0	4	2	3	2	2	0	5	1	6	0	3	0	0	0	1	3	1	6	0	2	0	0	1	0	0	0
622364	0	0	1	3	0	1	0	0	1	0	0	0	0	1	0	2	1	0	1	0	0	1	0	0	0	0	0
570862	6	5	4	4	2	9	7	3	5	3	5	8	2	1	0	3	5	0	3	0	2	4	1	0	1	1	0
310212	2	0	1	2	1	1	0	2	1	1	3	4	2	1	0	0	2	0	1	0	2	0	0	0	0	1	0
814295	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3454566	3	4	2	0	0	4	3	0	2	6	0	6	2	0	0	1	0	0	0	0	1	2	0	0	0	0	0
250626	2	0	2	5	0	3	1	3	0	1	0	3	1	0	0	0	0	1	5	0	0	1	0	0	0	0	0
825103	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65682	3	2	5	0	1	6	0	9	2	3	4	8	2	0	0	0	3	0	0	0	3	1	0	0	0	1	0
997371	2	4	5	8	2	3	3	4	2	4	8	7	5	1	3	3	1	0	4	2	7	2	1	0	3	0	0
1682863	0	1	0	4	1	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3332451	2	0	0	0	0	2	0	1	0	2	0	2	2	0	0	0	2	0	0	0	3	1	0	0	0	0	0
518380	0	2	0	2	1	2	3	1	1	1	0	1	1	0	0	1	0	0	1	0	1	1	1	1	1	2	0
246068	6	4	6	14	0	5	1	2	1	3	2	6	4	0	0	2	4	0	4	0	5	3	0	1	0	1	0
808052	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
688979	6	3	2	0	4	3	2	3	1	1	0	1	2	0	0	4	0	0	0	0	0	0	0	0	0	0	1
818254	0	1	1	1	0	2	1	1	0	0	0	3	0	0	1	0	1	1	4	0	1	0	1	0	0	0	0
4309783	1	4	1	0	0	3	1	0	2	0	1	0	6	0	0	0	1	0	1	0	2	0	0	0	0	0	1
4327555	2	4	1	2	0	1	1	1	0	3	1	3	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0
935593	3	3	8	2	0	0	1	2	0	4	2	1	1	0	1	0	1	0	3	0	0	2	0	0	0	1	0
295166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1
236395	1	7	4	0	1	3	1	1	3	3	2	3	2	2	0	3	2	1	2	1	5	4	2	1	0	1	2
548842	1	0	2	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
284813	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191991	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
197398	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2307130	0	1	3	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
821705	0	1	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0
592092	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
511930	2	1	1	2	0	2	2	0	1	2	3	0	1	0	0	0	0	1	1	0	3	0	1	1	1	0	0
361764	1	2	2	1	0	0	0	1	1	0	3	1	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0
712797	6	5	3	8	0	4	1	6	0	5	3	5	2	0	0	2	2	1	2	0	9	3	0	3	1	1	0
105782	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0
607212	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
941252	2	2	0	0	0	1	0	0	0	3	0	5	0	1	0	3	2	1	1	0	2	2	1	0	0	2	0
91890	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4416927	4	7	4	4	1	2	4	1	0	1	1	7	1	1	0	0	1	0	2	0	4	3	0	0	0	2	0
350896	5	0	7	2	0	7	3	1	4	0	0	2	4	0	0	1	0	0	6	0	1	0	0	2	1	0	0
305430	3	1	2	2	1	4	2	0	0	2	2	6	0	1	1	0	2	2	2	0	1	1	0	0	0	0	0
268437	1	0	1	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
109391	4	1	1	2	1	1	0	1	0	1	1	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0
541612	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
1857053	2	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0
857566	1	1	2	0	1	2	1	1	1	0	3	1	0	0	0	0	0	1	2	0	2	1	0	1	1	1	0
506057	3	4	5	12	1	7	1	1	0	1	0	5	2	0	0	1	1	3	4	0	6	0	0	0	1	1	1
967879	6	10	4	5	0	10	1	6	9	7	13	13	2	0	2	4	2	1	6	0	9	5	4	1	0	3	1
514711	2	1	0	2	0	2	1	1	2	1	3	2	4	0	0	0	0	0	0	0	3	1	0	0	0	0	0
226596	2	8	3	0	0	1	1	0	7	0	1	1	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0
580497	1	0	1	0	0	2	0	0	0	2	2	2	0	0	0	3	1	0	3	0	0	0	0	0	0	0	0
2393583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
143093	1	3	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0
2426359	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
257891	1	0	7	2	0	13	0	0	3	12	1	5	1	0	0	0	2	3	0	0	5	3	0	1	0	1	0
1742484	2	1	0	0	0	2	0	1	0	2	0	1	0	0	1	1	0	0	0	0	2	1	1	1	1	0	0
1105663	3	2	0	0	0	0	0	0	0	0	1	4	2	1	1	0	0	0	2	0	0	1	3	0	1	0	0
922761	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1130026	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
912148	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
103410	0	0	2	0	0	0	0	0	1	1	2	0	1	0	0	1	1	0	2	0	3	1	0	0	0	0	0
369447	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1143376	3	1	0	0	1	2	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0
2362284	7	6	5	6	2	10	1	2	3	7	3	3	0	0	0	3	4	2	0	0	3	4	2	0	0	1	0
275850	4	9	2	1	1	6	2	7	0	4	5	6	1	0	0	2	3	0	2	0	2	0	0	0	1	0	0
4338566	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2195501	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137451	2	0	2	0	0	3	0	2	2	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0
702224	3	1	1	0	2	1	2	1	0	2	1	0	1	0	1	0	35	0	4	1	3	1	0	0	0	0	0
1124560	2	3	1	3	0	1	0	2	4	0	6	2	3	1	1	1	1	0	0	0	2	2	0	0	0	0	0
588742	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1012668	1	3	3	3	0	4	0	1	1	3	2	1	0	0	0	3	0	1	4	0	3	0	0	0	1	0	0
585582	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
1121125	0	0	1	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
575408	1	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
806333	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0
