KO6	WT8	KO2	KO5	OE2	WT1	WT2	WT4	KO7	KO3	WT6	KO9	WT3	KO1	KO4	WT5	KO8	OE6	OE5	WT7	OE7	WT9	OE1	OE8	OE9
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	0.000183815082027	0.000364930207098	0.000312597686777	0.00392044758443	0.0	0.000346668515565	0.00029084563368	0.000653338560042	0.000260509948224	0.000383763837638	0.000910332271279	0.000726282342261	0.000302510839972	0.000509758228954	0.00056936164512	0.000200481154771	0.000160307790959	0.0	0.0	0.000799244350796	0.000423728813559	0.000287562904385	0.0	0.00107257776189	0.000488042947779
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__;g__	0.000321676393548	0.00319313931211	0.000875273522976	0.000490055948054	0.0	0.000277334812452	0.00021813422526	0.00104534169607	0.000195382461168	0.000856088560886	0.000986193293886	0.000453926463913	0.000705858626601	0.000509758228954	0.000133967445911	0.000334135257952	0.000120230843219	0.0	0.0	0.00101722008283	0.0	0.00273184759166	0.000328731097962	0.000715051841258	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;Other	0.000413583934562	0.000729860414196	0.000500156298843	0.000204189978356	0.000689179875948	0.00166400887471	0.00116338253472	0.000588004704038	0.00016281871764	0.000531365313653	0.000379305113033	0.000272355878348	0.000504184733286	0.000509758228954	0.00043539419921	0.000801924619086	0.000120230843219	0.00126262626263	0.00058207217695	0.00043595146407	0.0	0.00115025161754	0.0	0.000715051841258	0.00122010736945
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__	0.000413583934562	0.000547395310647	0.000437636761488	0.000204189978356	0.000344589937974	0.000762670734244	0.00065440267578	0.000457336992029	0.000195382461168	0.000738007380074	0.000379305113033	0.000332879406869	0.000201673893315	0.000436935624818	0.000100475584433	0.000668270515905	0.000440846425136	0.0010101010101	0.0	0.00043595146407	0.00021186440678	0.00115025161754	0.000657462195924	0.000357525920629	0.000488042947779
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Flavisolibacter	0.00073526032811	0.00255451144969	0.00106283213504	0.000285865969698	0.000344589937974	0.00138667406226	0.0007271140842	0.000718672416046	0.000293073691752	0.00165313653137	0.000151722045213	0.000423664699652	0.000907532519915	0.000946693853772	0.000703329091031	0.000534616412724	0.00120230843219	0.00126262626263	0.0011641443539	0.000508610041415	0.00021186440678	0.00158159597412	0.0	0.00107257776189	0.00122010736945
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Lacibacter	0.0	0.000182465103549	0.000312597686777	0.000204189978356	0.000344589937974	0.000624003328018	0.00029084563368	0.000261335424017	6.51274870559e-05	0.000472324723247	7.58610226066e-05	0.000121047057043	0.000100836946657	0.000218467812409	0.000133967445911	0.000334135257952	0.000360692529657	0.0	0.0	0.00014531715469	0.0	0.000215672178289	0.0	0.0	0.00024402147389
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Niastella	0.0288589678783	0.114314387373	0.048202563301	0.0189896679871	0.0227429359063	0.06191499688	0.0219588453428	0.0327322618581	0.0135465173076	0.100841328413	0.0339098771051	0.0214555908609	0.0249067258243	0.0561462277891	0.0278987206109	0.0455092221331	0.0381933311959	0.0414141414141	0.0218277066356	0.0347307999709	0.0184322033898	0.102516175413	0.0266272189349	0.0182338219521	0.0370912640312
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Parasegitibacter	0.000781214098617	0.000456162758872	0.000812753985621	0.000449217952383	0.000344589937974	0.000970671843583	0.00043626845052	0.000261335424017	0.000227946204696	0.00118081180812	0.00045516613564	0.000332879406869	0.000907532519915	0.00101951645791	0.000234443030344	0.000735097567495	0.000521000320616	0.000252525252525	0.000291036088475	0.000944561505486	0.000423728813559	0.0018691588785	0.000657462195924	0.0	0.00024402147389
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Terrimonas	0.00624971278893	0.00793723200438	0.00762738355736	0.0024094417446	0.00413507925569	0.011648062123	0.00748927506726	0.00588004704038	0.00208407958579	0.00988929889299	0.00394477317554	0.00296565289756	0.0042351517596	0.00728226041363	0.00465536874539	0.00728414862336	0.0075745431228	0.00555555555556	0.0023282887078	0.00653927196106	0.00169491525424	0.0120776419842	0.00493096646943	0.00143010368252	0.00561249389946
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Candidatus Protochlamydia	0.000229768852534	9.12325517745e-05	0.000187558612066	0.000122513987014	0.0	0.000277334812452	0.00029084563368	0.000261335424017	9.76912305839e-05	2.9520295203e-05	7.58610226066e-05	0.000181570585565	0.000100836946657	0.0	0.000100475584433	0.000133654103181	0.000200384738698	0.0	0.0	0.0	0.0	0.000143781452193	0.0	0.0	0.00024402147389
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__	0.0828546482239	0.217954566189	0.0963426070647	0.0949483399355	0.0441075120606	0.283574845733	0.232167527085	0.158238599242	0.128073203295	0.326140221402	0.176756182673	0.0750491753669	0.148028637693	0.0997669676668	0.116250251189	0.220261962042	0.0840814363578	0.0474747474747	0.0389988358556	0.133619123738	0.0432203389831	0.198993529835	0.043392504931	0.0439756882374	0.0510004880429
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__258ds10;f__;g__	0.00110289049216	0.000729860414196	0.000437636761488	0.000530893943725	0.000344589937974	0.000485335921792	0.00029084563368	0.000392003136025	0.00032563743528	0.000206642066421	0.000834471248672	0.000877591163565	0.000806695573258	0.00167491989514	0.000401902337732	0.000668270515905	0.000641231163835	0.000505050505051	0.000291036088475	0.000653927196106	0.000423728813559	0.00100647016535	0.000328731097962	0.0	0.00024402147389
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	0.010063875741	0.00100355806952	0.0148171303532	0.00980111896108	0.00344589937974	0.00658670179574	0.0210135970334	0.0193388213772	0.00530789019506	0.00575645756458	0.00705507510241	0.00532607050991	0.00726026015932	0.0204631517623	0.00833947350794	0.00661587810746	0.00565084963129	0.00580808080808	0.00523864959255	0.00653927196106	0.00423728813559	0.00143781452193	0.00657462195924	0.00286020736503	0.00390434358224
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Cohnella	0.000321676393548	0.000182465103549	0.000187558612066	0.000122513987014	0.0	0.000138667406226	7.271140842e-05	0.000196001568013	0.000260509948224	0.000324723247232	7.58610226066e-05	0.000242094114087	0.000201673893315	0.000218467812409	3.34918614777e-05	0.0	0.000280538634178	0.0	0.00058207217695	0.00029063430938	0.0	0.000287562904385	0.000328731097962	0.00107257776189	0.000488042947779
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus	0.00358439409954	0.00136848827662	0.00731478587058	0.00575815738964	0.000689179875948	0.00166400887471	0.00370828182942	0.00235201881615	0.00234458953401	0.0029520295203	0.00128963738431	0.00366167347556	0.00766360794595	0.00211185551995	0.00395203965436	0.00113605987704	0.0019236934915	0.0020202020202	0.00203725261932	0.00305166024849	0.00148305084746	0.00309130122214	0.00230111768573	0.00178762960315	0.00170815031723
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina	0.000229768852534	0.0	0.000187558612066	8.16759913423e-05	0.0	6.93337031131e-05	7.271140842e-05	0.000130667712008	9.76912305839e-05	0.000590405904059	0.0	6.05235285217e-05	0.0	0.000364113020682	0.000133967445911	0.0	0.000200384738698	0.0	0.0	0.0	0.0	0.000143781452193	0.0	0.0	0.00024402147389
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Planifilum	0.000229768852534	0.0	0.000250078149422	0.000122513987014	0.000344589937974	0.000346668515565	0.0	0.000261335424017	9.76912305839e-05	8.85608856089e-05	0.0	0.000121047057043	0.000100836946657	7.28226041363e-05	3.34918614777e-05	6.68270515905e-05	0.000240461686438	0.0	0.0	0.00014531715469	0.000423728813559	0.0	0.000328731097962	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae];g__Exiguobacterium	0.000183815082027	9.12325517745e-05	0.000125039074711	0.000245027974027	0.0	0.000138667406226	0.00050897985894	0.0	0.000227946204696	2.9520295203e-05	0.000151722045213	0.000211832349826	0.000201673893315	0.0	6.69837229553e-05	0.000133654103181	8.01538954793e-05	0.000252525252525	0.000291036088475	0.00014531715469	0.000423728813559	0.0	0.000328731097962	0.00107257776189	0.000732064421669
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter	4.59537705069e-05	0.0	0.000312597686777	0.0	0.0	6.93337031131e-05	0.00014542281684	0.000326669280021	0.00016281871764	0.0	7.58610226066e-05	9.07852927826e-05	0.0	0.0	0.000870788398419	0.0	0.0	0.000505050505051	0.000291036088475	0.0	0.0	0.0	0.0	0.000357525920629	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	0.0	0.0	0.000125039074711	0.0	0.0	0.0	7.271140842e-05	0.0	3.2563743528e-05	0.0	0.0	3.02617642609e-05	0.000100836946657	0.0	0.00130618259763	0.0	4.00769477397e-05	0.0	0.0	7.26585773451e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__	0.0	0.0	0.000125039074711	4.08379956712e-05	0.000344589937974	6.93337031131e-05	0.0	0.000130667712008	0.00016281871764	2.9520295203e-05	0.0	6.05235285217e-05	0.0	0.0	0.00174157679684	0.0	0.0	0.0	0.0	0.00014531715469	0.00021186440678	0.000143781452193	0.0	0.0	0.0
k__Bacteria;p__GN02;c__BD1-5;o__;f__;g__	0.00156242819723	0.00437916248517	0.00150046889653	0.0018377098052	0.0013783597519	0.00117867295292	0.00167236239366	0.00202534953613	0.00293073691752	0.00245018450185	0.000606888180853	0.00220910879104	0.00151255419986	0.00429653364404	0.00157411748945	0.00133654103181	0.00140269317089	0.000505050505051	0.000291036088475	0.00297900167115	0.0010593220339	0.00136592379583	0.000986193293886	0.000715051841258	0.000732064421669
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__;g__	0.00220578098433	0.000638627862421	0.00156298843389	0.00245027974027	0.00172294968987	0.00256534701518	0.0014542281684	0.00202534953613	0.00234458953401	0.00112177121771	0.00106205431649	0.00169465879861	0.00191590198649	0.00101951645791	0.00204300355014	0.00160384923817	0.00180346264828	0.00126262626263	0.000873108265425	0.00174380585628	0.00127118644068	0.00129403306973	0.00295857988166	0.000715051841258	0.00219619326501
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__;g__	0.000551445246082	0.0	0.000437636761488	0.000449217952383	0.000344589937974	0.000416002218678	0.00021813422526	0.000326669280021	0.000358201178808	0.000236162361624	0.000379305113033	0.000302617642609	0.000302510839972	0.000582580833091	0.000368410476254	0.000334135257952	0.000601154216095	0.000252525252525	0.0	0.00029063430938	0.000635593220339	0.000215672178289	0.0	0.000357525920629	0.00024402147389
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__	0.000275722623041	0.0	0.0	0.000285865969698	0.0	0.000208001109339	0.0	0.000326669280021	0.000195382461168	5.90405904059e-05	0.0	9.07852927826e-05	0.000100836946657	0.000218467812409	0.000133967445911	6.68270515905e-05	0.000160307790959	0.0	0.0	0.00014531715469	0.0	7.18907260963e-05	0.0	0.0	0.00024402147389
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira	0.00124075180369	0.000456162758872	0.0016880275086	0.00114346387879	0.00103376981392	0.000970671843583	0.00116338253472	0.00222135110414	0.000781529844671	0.000354243542435	0.000758610226066	0.000786805870782	0.00151255419986	0.000873871249636	0.000602853506598	0.00106923282545	0.00128246232767	0.000252525252525	0.000873108265425	0.00108987866018	0.000635593220339	0.000359453630482	0.000986193293886	0.000357525920629	0.000732064421669
k__Bacteria;p__OD1;c__Mb-NB09;o__;f__;g__	9.19075410137e-05	0.0	0.000187558612066	0.000122513987014	0.000344589937974	0.000346668515565	0.00058169126736	0.0	0.000195382461168	0.000324723247232	7.58610226066e-05	0.000181570585565	0.000201673893315	0.000218467812409	0.000133967445911	0.000200481154771	4.00769477397e-05	0.0	0.0	7.26585773451e-05	0.0	0.000143781452193	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__;o__;f__;g__	0.000827167869124	0.000456162758872	0.00131291028446	0.000980111896108	0.000689179875948	0.000416002218678	0.0007271140842	0.000196001568013	0.00032563743528	0.000590405904059	0.000303444090426	0.000605235285217	0.00110920641323	0.000655403437227	0.000937772121375	0.000534616412724	0.000841615902533	0.000757575757576	0.000873108265425	0.000653927196106	0.000423728813559	0.000575125808771	0.000328731097962	0.000715051841258	0.000488042947779
k__Bacteria;p__Planctomycetes;c__C6;o__d113;f__;g__	0.00105693672166	0.000456162758872	0.00106283213504	0.000775921917752	0.000344589937974	0.0015946751716	0.00116338253472	0.00111067555207	0.000944348562311	0.00177121771218	0.00136549840692	0.000877591163565	0.0014117172532	0.00109233906204	0.000904280259897	0.000735097567495	0.000961846745752	0.00151515151515	0.00174621653085	0.00123519581487	0.00148305084746	0.00143781452193	0.00131492439185	0.000715051841258	0.00122010736945
k__Bacteria;p__Planctomycetes;c__OM190;o__CL500-15;f__;g__	0.000643352787096	0.000456162758872	0.000437636761488	0.000326703965369	0.0	0.000346668515565	0.00043626845052	0.000588004704038	0.00016281871764	0.000265682656827	0.000379305113033	0.000393402935391	0.000705858626601	0.000436935624818	0.000803804675464	0.000267308206362	0.000160307790959	0.000505050505051	0.000291036088475	0.00029063430938	0.0	0.000431344356578	0.000328731097962	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__;g__	0.00151647442673	0.000456162758872	0.00181306658331	0.00114346387879	0.000689179875948	0.00090133814047	0.00101795971788	0.00176401411211	0.000586147383503	0.000590405904059	0.000834471248672	0.00229989408383	0.00262176061309	0.00182056510341	0.00110523142876	0.000334135257952	0.00128246232767	0.000505050505051	0.0011641443539	0.00210709874301	0.00127118644068	0.00215672178289	0.00197238658777	0.0	0.00146412884334
k__Bacteria;p__Planctomycetes;c__Pla4;o__;f__;g__	9.19075410137e-05	0.0	0.000125039074711	0.000122513987014	0.000344589937974	6.93337031131e-05	0.00029084563368	0.000196001568013	3.2563743528e-05	5.90405904059e-05	0.000151722045213	0.000121047057043	0.000100836946657	0.000218467812409	0.000100475584433	0.0	0.000200384738698	0.0	0.000291036088475	0.00014531715469	0.0	0.000287562904385	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata	0.000367630164055	0.000638627862421	0.000312597686777	0.000122513987014	0.000344589937974	0.000416002218678	0.0014542281684	0.000196001568013	0.000358201178808	0.000118081180812	0.00022758306782	0.000181570585565	0.000504184733286	0.000218467812409	0.000267934891821	6.68270515905e-05	0.000400769477397	0.000252525252525	0.000291036088475	0.00029063430938	0.0	0.000215672178289	0.0	0.000357525920629	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__	0.000275722623041	9.12325517745e-05	0.000125039074711	0.0	0.000689179875948	0.000346668515565	0.00029084563368	0.000261335424017	0.000260509948224	0.000147601476015	0.00045516613564	0.000151308821304	0.000100836946657	0.000364113020682	3.34918614777e-05	0.0	0.000120230843219	0.0	0.0	0.00014531715469	0.00021186440678	7.18907260963e-05	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__	0.000873121639631	0.000364930207098	0.000437636761488	0.00106178788745	0.0	0.000762670734244	0.00065440267578	0.000849340128054	0.000651274870559	0.000856088560886	0.00106205431649	0.000484188228174	0.000605021679944	0.000218467812409	0.00103824770581	0.000334135257952	0.000561077268355	0.000252525252525	0.000291036088475	0.000871902928141	0.000847457627119	0.00136592379583	0.000328731097962	0.0	0.000488042947779
k__Bacteria;p__Proteobacteria;c__;o__;f__;g__	0.000229768852534	0.000182465103549	6.25195373554e-05	0.000408379956712	0.0	0.000277334812452	7.271140842e-05	0.000261335424017	0.00032563743528	0.000118081180812	0.00022758306782	0.000907852927826	0.000100836946657	0.000364113020682	0.000167459307388	0.0	0.000200384738698	0.000252525252525	0.000291036088475	0.00217975732035	0.000423728813559	7.18907260963e-05	0.000328731097962	0.0	0.000488042947779
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__	0.000505491475576	0.000912325517745	0.000500156298843	0.000490055948054	0.000344589937974	0.000208001109339	0.0003635570421	0.000718672416046	0.000716402357615	0.000531365313653	0.000682749203459	0.000453926463913	0.000403347786629	0.000582580833091	0.000368410476254	0.000400962309543	0.000681308111574	0.0	0.000291036088475	0.00014531715469	0.00021186440678	0.000503235082674	0.00131492439185	0.000357525920629	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter	0.000459537705069	9.12325517745e-05	0.00100031259769	0.000735083922081	0.000689179875948	0.00138667406226	0.00094524830946	0.000588004704038	0.000618711127031	0.000265682656827	0.00022758306782	0.00248146466939	0.000201673893315	0.000946693853772	0.00123919887467	0.00120288692863	0.00148284706637	0.0010101010101	0.000873108265425	0.00123519581487	0.000847457627119	7.18907260963e-05	0.000328731097962	0.00107257776189	0.000976085895559
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Mycoplana	0.000321676393548	0.00109479062129	0.000437636761488	0.0021235757749	0.000344589937974	0.000693337031131	0.00101795971788	0.000849340128054	0.00100947604937	0.000915129151292	0.00197238658777	0.00102889998487	0.000705858626601	0.000582580833091	0.000703329091031	0.000735097567495	0.000721385059314	0.0	0.0011641443539	0.00130785439221	0.000635593220339	0.000862688713156	0.000328731097962	0.00107257776189	0.000488042947779
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__	0.00657138918248	0.00374053462275	0.00468896530166	0.00677910728141	0.00585802894555	0.00526936143659	0.00596233549044	0.00509604076833	0.00634992998795	0.00236162361624	0.00477924442421	0.00674837343017	0.00504184733286	0.00371395281095	0.00542568155938	0.0056134723336	0.00500961846746	0.00505050505051	0.00494761350407	0.00755649204389	0.00593220338983	0.00488856937455	0.00394477317554	0.00500536288881	0.00488042947779
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__	0.00574422131336	0.00200711613904	0.00456392622695	0.0048188834892	0.00482425913163	0.0031893503432	0.00407183887152	0.00483470534431	0.00556840014328	0.0040442804428	0.00295857988166	0.0050234528673	0.00695774931935	0.00385959801923	0.00512425480608	0.00541299117883	0.00324623276691	0.0040404040404	0.0046565774156	0.00385090459929	0.00254237288136	0.0039539899353	0.00493096646943	0.00286020736503	0.00488042947779
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Balneimonas	0.000275722623041	0.000273697655323	0.000375117224133	0.000285865969698	0.000344589937974	0.000208001109339	0.00021813422526	0.000196001568013	0.000260509948224	2.9520295203e-05	0.000303444090426	0.000272355878348	0.000201673893315	0.000145645208273	0.000133967445911	0.000133654103181	4.00769477397e-05	0.000252525252525	0.000291036088475	0.0	0.00021186440678	0.000143781452193	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium	0.0423693764073	0.0140498129733	0.0241325414192	0.0285457589741	0.0296347346657	0.0276641475421	0.0255217043554	0.0279628903698	0.0323032335797	0.00879704797048	0.0226824457594	0.0331366318656	0.0386205505697	0.0205359743664	0.0295733136848	0.0227211975408	0.0254488618147	0.0234848484848	0.0209545983702	0.0341495313522	0.025	0.0271746944644	0.0305719921105	0.0314622810154	0.0226939970717
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;Other	0.000505491475576	0.000273697655323	0.000500156298843	0.000408379956712	0.00103376981392	0.000485335921792	0.0007271140842	0.000326669280021	0.000846657331727	0.000118081180812	0.000379305113033	0.000453926463913	0.000201673893315	0.000364113020682	0.000535869783643	0.000668270515905	0.000280538634178	0.000252525252525	0.0	0.000217975732035	0.00021186440678	0.000287562904385	0.000328731097962	0.0	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__	0.0119020265613	0.00675120883131	0.0086902156924	0.00763670519051	0.00930392832529	0.00492269292103	0.00821638915146	0.00535737619234	0.0140349734605	0.00215498154982	0.00682749203459	0.008352246936	0.0123021074922	0.0056073405185	0.00857391653828	0.0115610799252	0.00745431227958	0.00808080808081	0.00552968568102	0.00879168785875	0.00550847457627	0.00941768511862	0.0069033530572	0.00715051841258	0.00805270863836
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia	0.00551445246082	0.00228081379436	0.0046264457643	0.00539061542859	0.00275671950379	0.00270401442141	0.00349014760416	0.00535737619234	0.0036145755316	0.00366051660517	0.00439993931118	0.00438795581782	0.00544519511949	0.00349548499854	0.00301426753299	0.00307404437316	0.00428823340814	0.00277777777778	0.00552968568102	0.00348761171256	0.00317796610169	0.00273184759166	0.00460223537147	0.0025026814444	0.00317227916057
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium	0.000689306557603	0.000273697655323	0.000250078149422	0.000408379956712	0.000344589937974	0.000346668515565	0.00065440267578	0.00078400627205	0.00136767722817	0.000236162361624	0.00106205431649	0.000302617642609	0.000504184733286	0.000218467812409	0.000401902337732	0.000400962309543	0.000360692529657	0.000252525252525	0.0	0.00058126861876	0.0	0.000359453630482	0.000657462195924	0.000715051841258	0.000732064421669
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pedomicrobium	0.00298699508295	0.00118602317307	0.00275085964364	0.00285865969698	0.00172294968987	0.0026346807183	0.00239947647786	0.0032013589442	0.00400534045394	0.00177121771218	0.00189652556516	0.00269329701922	0.00272259755975	0.00152927468686	0.00234443030344	0.00273990911521	0.00172330875281	0.00227272727273	0.00145518044237	0.00261570878442	0.00317796610169	0.00165348670022	0.00164365548981	0.00286020736503	0.00122010736945
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes	0.0060199439364	0.00255451144969	0.00468896530166	0.00445134152816	0.00344589937974	0.00374401996811	0.00778012070094	0.00418136678427	0.00670813116676	0.00144649446494	0.00470338340161	0.00602209108791	0.00443682565292	0.00458782406059	0.00432045013062	0.00521251002406	0.00553061878807	0.00429292929293	0.00320139697322	0.00326963598053	0.00381355932203	0.00323508267434	0.00262984878369	0.00357525920629	0.00610053684724
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	0.000183815082027	0.0	0.0	0.0	0.0	0.000346668515565	0.00050897985894	0.000653338560042	0.0	0.0	0.000151722045213	6.05235285217e-05	0.000201673893315	7.28226041363e-05	0.0	0.000534616412724	0.000120230843219	0.0	0.0	0.0	0.00021186440678	0.000143781452193	0.000328731097962	0.000357525920629	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__	0.00193005836129	0.000729860414196	0.00231322288215	0.00142932984849	0.0013783597519	0.00166400887471	0.00116338253472	0.00202534953613	0.00227946204696	0.000590405904059	0.00121377636171	0.00145256468452	0.00191590198649	0.000509758228954	0.00140665818206	0.00120288692863	0.00172330875281	0.00126262626263	0.0011641443539	0.00130785439221	0.00169491525424	0.00079079798706	0.00230111768573	0.00107257776189	0.00170815031723
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium	0.00183815082027	0.000547395310647	0.0022507033448	0.0015518438355	0.0013783597519	0.00208001109339	0.0010906711263	0.00137201097609	0.00172587840698	0.000619926199262	0.00128963738431	0.00181570585565	0.00121004335989	0.00116516166618	0.00144015004354	0.00113605987704	0.00160307790959	0.000757575757576	0.0011641443539	0.00196178158832	0.00127118644068	0.00136592379583	0.00197238658777	0.00214515552378	0.00122010736945
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Phyllobacterium	0.00206791967281	0.000729860414196	0.00150046889653	0.00134765385715	0.00206753962784	0.0026346807183	0.00232676506944	0.00300535737619	0.00205151584226	0.00079704797048	0.00045516613564	0.00145256468452	0.0021175758798	0.000873871249636	0.00217697099605	0.00180433039294	0.00176338570055	0.0020202020202	0.00203725261932	0.00639395480636	0.00254237288136	0.00150970524802	0.000986193293886	0.00464783696818	0.00219619326501
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium	0.00569826754285	0.00191588358726	0.00312597686777	0.00706497325111	0.00275671950379	0.00201067739028	0.00443539591362	0.00365869593623	0.00367970301866	0.00433948339483	0.00371719010772	0.012528370404	0.00574770595946	0.00342266239441	0.00555964900529	0.00534616412724	0.00328630971465	0.00530303030303	0.00640279394645	0.00690256484778	0.00614406779661	0.00143781452193	0.00361604207758	0.00572041473007	0.00341630063446
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium	0.00101098295115	0.000638627862421	0.000875273522976	0.00114346387879	0.000689179875948	0.000693337031131	0.00450810732204	0.000392003136025	0.0016281871764	0.000354243542435	0.000682749203459	0.000635497049478	0.000806695573258	0.000436935624818	0.000904280259897	0.000601443464314	0.00188361654376	0.00126262626263	0.0011641443539	0.00058126861876	0.000847457627119	0.00100647016535	0.00197238658777	0.00214515552378	0.000488042947779
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Sinorhizobium	0.00716878819907	0.00456162758872	0.00775242263207	0.0111896108139	0.00413507925569	0.0108160576856	0.00516250999782	0.00914673984059	0.00677325865381	0.0104206642066	0.00705507510241	0.00856407928582	0.00756277099929	0.00888435770463	0.00897581887601	0.00594760759155	0.00637223469061	0.00479797979798	0.00523864959255	0.00755649204389	0.00677966101695	0.00460100647017	0.00558842866535	0.00464783696818	0.00854075158614
